group,image,label,nuc_area,nuc_mean,nuc_integrated,cell_area,cell_mean,cell_integrated,cyto_area,cyto_mean,cyto_integrated,saturated_px,flag_saturated,flag_area_outlier,flag_no_cyto,keep
unknown,PB154769,7,57296.0,1.5519578396011102,88920.9763777852,57632.0,1.5496803468433538,89311.17774927616,1232.0,1.207935591167831,1488.1766483187675,3.0,True,False,True,False
unknown,PB154769,8,55664.0,1.336560309323027,74398.29305815697,166176.0,0.9221088770015142,153232.36474460363,109712.0,0.7118536404362396,78098.88659954071,0.0,False,False,False,True
unknown,PB154769,9,54320.0,1.2808696621329427,69576.84004706144,188448.0,0.9904512141736806,186648.55040860176,134128.0,0.8728357267799439,117071.71036154032,1723.0,True,False,False,False
unknown,PB154769,11,46672.0,1.1603889895113295,54157.67491847277,64560.0,1.061489661760822,68529.77256327868,18224.0,0.8062022078072585,14692.22903507948,0.0,False,False,False,True
unknown,PB154769,12,43200.0,1.0060383287403318,43460.85580158234,73984.0,0.9358636288574146,69238.93471738696,30560.0,0.8398149739609573,25664.745604246855,0.0,False,False,False,True
unknown,PB154769,13,47776.0,1.4332135056519142,68473.20844602585,47776.0,1.4332135056519142,68473.20844602585,0.0,,0.0,0.0,False,False,True,False
unknown,PB154769,14,47392.0,1.3128148768924726,62216.92264568806,49808.0,1.3069474111812849,65096.43665611744,2416.0,1.1918518255088504,2879.5140104293823,1395.0,True,False,False,False
unknown,PB154769,15,42048.0,1.293357783540108,54383.108082294464,73376.0,1.1472579343467821,84181.19819062948,31328.0,0.9511647761853619,29798.090108335018,0.0,False,False,False,True
unknown,PB154769,16,49460.0,0.8775465133240288,43403.45054900646,174040.0,0.8013125074167302,139460.42879080772,124484.0,0.7708891027102085,95963.35906177759,3.0,True,False,False,False
unknown,PB154769,17,52592.0,1.2894264274218143,67813.51467096806,52656.0,1.289156493732258,67881.82433396578,64.0,1.067338484339416,68.30966299772263,20.0,True,False,True,False
unknown,PB154769,18,45072.0,1.2440334567968774,56071.07596474886,82640.0,1.0704701638882412,88463.65434372425,38816.0,0.8548473731107143,33181.75563466549,8.0,True,False,False,False
unknown,PB154769,20,39760.0,1.5078928698356482,59953.820504665375,40736.0,1.4957839727828985,60932.25591528416,976.0,1.0024952977651456,978.435410618782,4367.0,True,False,True,False
unknown,PB154769,22,56992.0,1.026153426915449,58482.53610676527,57728.0,1.023453482777756,59081.92265379429,736.0,0.814383895419862,599.3865470290184,0.0,False,False,True,False
unknown,PB154769,24,38352.0,1.2473484902181473,47838.30929684639,44880.0,1.1970148164028578,53722.024960160255,7104.0,0.8769193618717763,6229.635146737099,0.0,False,False,False,True
unknown,PB154769,25,42384.0,1.3219904805332838,56031.2445269227,42480.0,1.3205502391717416,56096.97416001558,1012.0,1.0230760416494529,1035.3529541492462,345.0,True,False,True,False
unknown,PB154769,26,71272.0,1.3395399877784602,95471.69400894642,101516.0,1.2473695638845226,126627.9686473012,30244.0,1.0301638221913365,31156.27463835478,219.0,True,False,False,False
unknown,PB154769,28,42992.0,1.3827913506424445,59448.96574681997,43616.0,1.376604965542903,60042.002177119255,896.0,0.9819348163769713,879.8135954737663,878.0,True,False,True,False
unknown,PB154769,29,50112.0,1.4736444057520874,73847.2684610486,53568.0,1.4444051987692945,77373.89768767357,3456.0,1.020436697518798,3526.6292266249657,834.0,True,False,False,False
unknown,PB154769,30,67096.0,1.0886249642628616,73042.38060218096,113000.0,1.0201834159461798,115280.72600191832,45504.0,0.9188146388954608,41809.741328299046,30.0,True,False,False,False
unknown,PB154769,31,59397.0,0.9623295430430865,57159.48786813021,260145.0,0.7798228384805589,202867.01231652498,200748.0,0.7258230440572,145707.52444839478,0.0,False,False,False,True
unknown,PB154769,32,48336.0,1.3001411123480555,62843.62080645561,122952.0,1.0904567005008903,134073.83223998547,74360.0,0.9522483816168974,70809.18965703249,0.0,False,False,False,True
unknown,PB154769,34,44720.0,1.6030492914997188,71688.36431586742,44784.0,1.6059572250662466,71921.18836736679,1264.0,1.3194595730474479,1667.796900331974,198.0,True,False,True,False
unknown,PB154769,35,34800.0,1.2697364360522265,44186.82797461748,34816.0,1.2696727245433175,44204.92557770014,16.0,1.1311001926660538,18.09760308265686,1129.0,True,False,True,False
